Country,Job_Title,Age_Group,Quantity,Percentage
Finland,Data Security Analyst,26_39,1,0.01%
Finland,Data Storage Specialist,26_39,1,0.01%
Finland,Data Transcriber,26_39,1,0.01%
Finland,Data Warehouse Developer,40_65,1,0.01%
Finland,Data Warehousing Engineer,40_65,1,0.01%
Finland,Data Warehousing Manager,40_65,1,0.01%
Finland,Data Warehousing Specialist,26_39,1,0.01%
Finland,Database Administration Associate,40_65,1,0.01%
Finland,Database Administration Manager,26_39,1,0.01%
Finland,Database Administration Manager,40_65,2,0.02%
Finland,Database Consultant,14_25,1,0.01%
Finland,Database Coordinator,40_65,1,0.01%
Finland,Database Development Project Manager,14_25,1,0.01%
Finland,Database Development and Administration Project Manager,40_65,1,0.01%
Finland,Database Manager,40_65,1,0.01%
Finland,Database Marketing Analyst,14_25,1,0.01%
Finland,Database Marketing Analyst,26_39,1,0.01%
Finland,Database Marketing Analyst,40_65,1,0.01%
Finland,Database Software Technician,26_39,1,0.01%
Finland,Database Software Technician,40_65,1,0.01%
Finland,Database Specialist,14_25,1,0.01%
Finland,Database Tester,26_39,2,0.02%
Finland,Databases Computer Consultant,40_65,2,0.02%
Finland,Databases Software Consultant,40_65,1,0.01%
Finland,Datastage Developer,40_65,1,0.01%
Finland,Director of Data Operations,14_25,1,0.01%
Finland,Director of Data Operations,26_39,1,0.01%
Finland,Electronic Data Processing Auditor (EDP Auditor),14_25,1,0.01%
Finland,Electronic Data Processing Auditor (EDP Auditor),26_39,1,0.01%
Finland,Field Artillery Automated Tactical Data System Specialist,40_65,1,0.01%
Finland,Geographic Information Systems Data Administrator (GIS Data Administrator),40_65,2,0.02%
Finland,Geographic Information Systems Data Manager (GIS Data Manager),40_65,1,0.01%
Finland,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,1,0.01%
Finland,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,2,0.02%
Finland,Internet Database Specialist,40_65,1,0.01%
Finland,Naval Tactical Data System--Combat Information Center Officer,14_25,1,0.01%
Finland,Oracle Database Administrator (Oracle DBA),26_39,1,0.01%
Finland,Oracle Database Administrator (Oracle DBA),40_65,1,0.01%
Finland,SCADA Technician (Supervisory Control and Data Acquisition Technician),26_39,1,0.01%
Finland,Unemployed,14_25,12,0.14%
Finland,Unemployed,26_39,7,0.08%
Finland,Unemployed,40_65,19,0.22%
France,Analytical Data Miner,40_65,2,0.02%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),26_39,4,0.05%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,7,0.08%
France,Automatic Data Processing Planner,14_25,3,0.04%
France,Automatic Data Processing Planner,26_39,4,0.05%
France,Automatic Data Processing Planner,40_65,6,0.07%
France,Automatic Data Processing Planner (ADP Planner),14_25,1,0.01%
France,Automatic Data Processing Planner (ADP Planner),26_39,3,0.04%
France,Automatic Data Processing Planner (ADP Planner),40_65,5,0.06%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),14_25,1,0.01%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26_39,2,0.02%
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40_65,8,0.09%
France,Business Database Analyst,40_65,3,0.04%
France,Clinical Data Analyst,40_65,2,0.02%
France,Clinical Data Associate,26_39,1,0.01%
France,Clinical Data Associate,40_65,1,0.01%
France,Clinical Data Coordinator,14_25,1,0.01%
France,Clinical Data Coordinator,40_65,1,0.01%
France,Clinical Data Management Associate Director,26_39,1,0.01%
France,Clinical Data Management Associate Director,40_65,1,0.01%
France,Clinical Data Management Manager (CDM Manager),14_25,1,0.01%
France,Clinical Data Management Manager (CDM Manager),40_65,3,0.04%
France,Clinical Data Manager,26_39,1,0.01%
France,Clinical Data Manager,40_65,1,0.01%
France,Clinical Data Specialist,40_65,1,0.01%
France,Clinical Trials Data Coordinator,26_39,1,0.01%
France,Clinical Trials Data Coordinator,40_65,2,0.02%
France,Computer or Data Processing Systems Consultant,14_25,1,0.01%
France,Computer or Data Processing Systems Consultant,26_39,3,0.04%
France,Computer or Data Processing Systems Consultant,40_65,10,0.12%
France,Crime Data Specialist,14_25,1,0.01%
France,Customer Data Technician,14_25,1,0.01%
France,Data Administrator,14_25,1,0.01%
France,Data Administrator,26_39,2,0.02%
France,Data Administrator,40_65,3,0.04%
France,Data Architect,14_25,1,0.01%
France,Data Architect,26_39,4,0.05%
France,Data Architect,40_65,8,0.09%
France,Data Base Design Analyst,14_25,1,0.01%
France,Data Base Design Analyst,26_39,5,0.06%
France,Data Base Design Analyst,40_65,4,0.05%
France,Data Capture Specialist,40_65,1,0.01%
France,Data Coder Operator,26_39,1,0.01%
France,Data Coder Operator,40_65,1,0.01%
France,Data Collection Technician,14_25,1,0.01%
France,Data Collection Technician,40_65,2,0.02%
France,Data Collector,40_65,1,0.01%
France,Data Communications Analyst,14_25,1,0.01%
France,Data Communications Analyst,26_39,3,0.04%
France,Data Communications Analyst,40_65,5,0.06%
France,Data Communications Software Consultant,14_25,3,0.04%
France,Data Communications Software Consultant,26_39,2,0.02%
France,Data Communications Software Consultant,40_65,4,0.05%
France,Data Communications Technician,26_39,1,0.01%
France,Data Communications Technician,40_65,3,0.04%
France,Data Control Assistant,26_39,1,0.01%
France,Data Control Clerk Supervisor,40_65,1,0.01%
France,Data Coordinator,14_25,4,0.05%
France,Data Coordinator,26_39,4,0.05%
France,Data Coordinator,40_65,4,0.05%
France,Data Entry Clerk,40_65,4,0.05%
France,Data Entry Machine Operator,26_39,1,0.01%
France,Data Entry Machine Operator,40_65,1,0.01%
France,Data Entry Representative,14_25,1,0.01%
France,Data Entry Representative,40_65,3,0.04%
France,Data Entry Specialist,26_39,1,0.01%
France,Data Entry Specialist,40_65,1,0.01%
France,Data Entry Supervisor,26_39,1,0.01%
France,Data Input Clerk,40_65,1,0.01%
France,Data Management Associate,26_39,4,0.05%
France,Data Management Associate,40_65,10,0.12%
France,Data Management Information Technology Specialist,26_39,2,0.02%
France,Data Management Information Technology Specialist,40_65,2,0.02%
France,Data Management Manager,26_39,1,0.01%
France,Data Manager,26_39,1,0.01%
France,Data Miner,14_25,3,0.04%
France,Data Miner,26_39,2,0.02%
France,Data Miner,40_65,7,0.08%
France,Data Modeler,26_39,1,0.01%
France,Data Modeler,40_65,1,0.01%
France,Data Modeling Specialist,14_25,3,0.04%
France,Data Modeling Specialist,26_39,4,0.05%
France,Data Modeling Specialist,40_65,7,0.08%
France,Data Officer,14_25,1,0.01%
France,Data Officer,26_39,4,0.05%
France,Data Officer,40_65,10,0.12%
France,Data Operations Director,14_25,3,0.04%
France,Data Operations Director,26_39,1,0.01%
France,Data Operations Director,40_65,2,0.02%
France,Data Processing Auditor,14_25,1,0.01%
France,Data Processing Auditor,26_39,1,0.01%
France,Data Processing Auditor,40_65,5,0.06%
France,Data Processing Consultant,14_25,1,0.01%
France,Data Processing Consultant,26_39,2,0.02%
France,Data Processing Consultant,40_65,2,0.02%
France,Data Processing Manager,26_39,1,0.01%
France,Data Processing Manager,40_65,8,0.09%
France,Data Processing Systems Analyst,14_25,1,0.01%
France,Data Processing Systems Analyst,26_39,3,0.04%
France,Data Processing Systems Analyst,40_65,6,0.07%
France,Data Processing Systems Project Planner,26_39,2,0.02%
France,Data Processing Systems Project Planner,40_65,5,0.06%
France,Data Recovery Planner,26_39,1,0.01%
France,Data Recovery Planner,40_65,1,0.01%
France,Data Reduction Technician,40_65,1,0.01%
France,Data Sciences Director,26_39,1,0.01%
France,Data Scientist,14_25,2,0.02%
France,Data Scientist,26_39,1,0.01%
France,Data Scientist,40_65,4,0.05%
France,Data Security Administrator,14_25,1,0.01%
France,Data Security Administrator,26_39,3,0.04%
France,Data Security Administrator,40_65,8,0.09%
France,Data Security Analyst,40_65,7,0.08%
France,Data Specialist,40_65,1,0.01%
France,Data Storage Specialist,14_25,1,0.01%
France,Data Storage Specialist,26_39,2,0.02%
France,Data Storage Specialist,40_65,6,0.07%
France,Data Systems Manager,26_39,3,0.04%
France,Data Systems Manager,40_65,3,0.04%
France,Data Technician,40_65,1,0.01%
France,Data Transcriber,14_25,1,0.01%
France,Data Transcriber,26_39,1,0.01%
France,Data Transcriber,40_65,1,0.01%
France,Data Typist,40_65,1,0.01%
France,Data Warehouse Analyst,26_39,4,0.05%
France,Data Warehouse Analyst,40_65,6,0.07%
France,Data Warehouse Architect,26_39,2,0.02%
France,Data Warehouse Architect,40_65,7,0.08%
France,Data Warehouse Developer,26_39,1,0.01%
France,Data Warehouse Developer,40_65,4,0.05%
France,Data Warehouse Specialist,14_25,2,0.02%
France,Data Warehouse Specialist,26_39,4,0.05%
France,Data Warehouse Specialist,40_65,5,0.06%
France,Data Warehousing Engineer,14_25,2,0.02%
France,Data Warehousing Engineer,26_39,1,0.01%
France,Data Warehousing Engineer,40_65,3,0.04%
France,Data Warehousing Manager,26_39,1,0.01%
France,Data Warehousing Manager,40_65,8,0.09%
France,Data Warehousing Specialist,14_25,1,0.01%
France,Data Warehousing Specialist,26_39,2,0.02%
France,Data Warehousing Specialist,40_65,4,0.05%
France,Database Administration Associate,14_25,1,0.01%
France,Database Administration Associate,26_39,2,0.02%
France,Database Administration Associate,40_65,7,0.08%
France,Database Administration Manager,26_39,2,0.02%
France,Database Administration Project Manager,40_65,1,0.01%
France,Database Analyst,14_25,1,0.01%
France,Database Analyst,26_39,2,0.02%
France,Database Architect,14_25,3,0.04%
France,Database Architect,26_39,2,0.02%
France,Database Architect,40_65,6,0.07%
France,Database Consultant,14_25,1,0.01%
France,Database Consultant,26_39,7,0.08%
France,Database Consultant,40_65,6,0.07%
France,Database Coordinator,14_25,2,0.02%
France,Database Coordinator,26_39,4,0.05%
France,Database Coordinator,40_65,9,0.11%
France,Database Design Analyst,14_25,3,0.04%
France,Database Design Analyst,26_39,2,0.02%
France,Database Design Analyst,40_65,3,0.04%
France,Database Designer,26_39,2,0.02%
France,Database Designer,40_65,6,0.07%
France,Database Developer,40_65,1,0.01%
France,Database Development Project Manager,40_65,1,0.01%
France,Database Development and Administration Project Manager,26_39,3,0.04%
France,Database Development and Administration Project Manager,40_65,7,0.08%
France,Database Engineer,14_25,1,0.01%
France,Database Engineer,26_39,3,0.04%
France,Database Engineer,40_65,5,0.06%
France,Database Management System Specialist (DBMS Specialist),40_65,4,0.05%
France,Database Manager,14_25,1,0.01%
France,Database Manager,26_39,5,0.06%
France,Database Manager,40_65,4,0.05%
France,Database Marketing Analyst,14_25,1,0.01%
France,Database Marketing Analyst,26_39,3,0.04%
France,Database Marketing Analyst,40_65,8,0.09%
France,Database Modeler,26_39,4,0.05%
France,Database Modeler,40_65,9,0.11%
France,Database Programmer,26_39,1,0.01%
France,Database Programmer,40_65,2,0.02%
France,Database Security Administrator,26_39,2,0.02%
France,Database Security Administrator,40_65,6,0.07%
France,Database Security Expert,14_25,1,0.01%
France,Database Security Expert,40_65,6,0.07%
France,Database Software Technician,26_39,5,0.06%
France,Database Software Technician,40_65,8,0.09%
France,Database Specialist,26_39,3,0.04%
France,Database Specialist,40_65,5,0.06%
France,Database Tester,26_39,5,0.06%
France,Database Tester,40_65,6,0.07%
France,Databases Computer Consultant,26_39,3,0.04%
France,Databases Computer Consultant,40_65,4,0.05%
France,Databases Software Consultant,14_25,1,0.01%
France,Databases Software Consultant,26_39,3,0.04%
France,Databases Software Consultant,40_65,2,0.02%
France,Datastage Developer,26_39,1,0.01%
France,Director of Data Operations,14_25,4,0.05%
France,Director of Data Operations,26_39,6,0.07%
France,Director of Data Operations,40_65,6,0.07%
France,Electronic Data Interchange System Developer (EDI System Developer),14_25,1,0.01%
France,Electronic Data Interchange System Developer (EDI System Developer),26_39,2,0.02%
France,Electronic Data Interchange System Developer (EDI System Developer),40_65,6,0.07%
France,Electronic Data Processing Auditor (EDP Auditor),14_25,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),26_39,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),40_65,5,0.06%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",14_25,1,0.01%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40_65,5,0.06%
France,Field Traffic Data Technician,26_39,2,0.02%
France,Flight Test Data Acquisition Technician,40_65,1,0.01%
France,GPS Field Data Collector (Global Positioning System Field Data Collector),26_39,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),14_25,2,0.02%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),26_39,3,0.04%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),40_65,7,0.08%
France,Geographic Information Systems Data Manager (GIS Data Manager),26_39,2,0.02%
France,Geographic Information Systems Data Manager (GIS Data Manager),40_65,4,0.05%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),14_25,2,0.02%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,3,0.04%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,4,0.05%
France,Geographic Information Systems Database Administrator (GIS Database Administrator),14_25,2,0.02%
France,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,2,0.02%
France,Head of Information Systems and Data Processing,14_25,2,0.02%
France,Head of Information Systems and Data Processing,26_39,4,0.05%
France,Head of Information Systems and Data Processing,40_65,6,0.07%
France,Internet Database Specialist,14_25,1,0.01%
France,Internet Database Specialist,26_39,2,0.02%
France,Internet Database Specialist,40_65,7,0.08%
France,Log Data Technician,14_25,1,0.01%
France,Log Data Technician,40_65,3,0.04%
France,Maintenance Data Analyst,14_25,1,0.01%
France,Maintenance Data Analyst,40_65,1,0.01%
France,Marketing Database Analyst,40_65,1,0.01%
France,Medical Data Analyst,40_65,2,0.02%
France,Micro Computer Data Processor,40_65,1,0.01%
France,Naval Tactical Data System--Combat Information Center Officer,26_39,1,0.01%
France,Naval Tactical Data System--Combat Information Center Officer,40_65,1,0.01%
France,"Operations Officer, Afloat (Naval Tactical Data Systems)",40_65,1,0.01%
France,Oracle Database Administrator (Oracle DBA),14_25,2,0.02%
France,Oracle Database Administrator (Oracle DBA),26_39,5,0.06%
France,Oracle Database Administrator (Oracle DBA),40_65,5,0.06%
France,Reference Data Expert,14_25,1,0.01%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),14_25,1,0.01%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),40_65,2,0.02%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),26_39,1,0.01%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),40_65,1,0.01%
France,SQL Database Administrator,26_39,2,0.02%
France,SQL Database Administrator,40_65,1,0.01%
France,Scientific Database Curator,14_25,1,0.01%
France,Scientific Database Curator,40_65,1,0.01%
France,Survey Data Technician,26_39,1,0.01%
France,Unemployed,14_25,170,2.01%
France,Unemployed,26_39,130,1.54%
France,Unemployed,40_65,235,2.78%
France,Voice and Data Technician,26_39,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),14_25,3,0.04%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),26_39,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),40_65,3,0.04%
Germany,Automatic Data Processing Planner,26_39,6,0.07%
Germany,Automatic Data Processing Planner,40_65,3,0.04%
Germany,Automatic Data Processing Planner (ADP Planner),14_25,2,0.02%
Germany,Automatic Data Processing Planner (ADP Planner),26_39,5,0.06%
Germany,Automatic Data Processing Planner (ADP Planner),40_65,6,0.07%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),14_25,3,0.04%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),26_39,2,0.02%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40_65,4,0.05%
Germany,Business Database Analyst,14_25,1,0.01%
Germany,Clinical Data Abstractor,26_39,2,0.02%
Germany,Clinical Data Abstractor,40_65,2,0.02%
Germany,Clinical Data Analyst,40_65,2,0.02%
Germany,Clinical Data Associate,40_65,1,0.01%
Germany,Clinical Data Coordinator,14_25,1,0.01%
Germany,Clinical Data Coordinator,26_39,1,0.01%
Germany,Clinical Data Coordinator,40_65,1,0.01%
Germany,Clinical Data Management Associate Director,26_39,1,0.01%
Germany,Clinical Data Management Associate Director,40_65,2,0.02%
Germany,Clinical Data Management Manager (CDM Manager),40_65,1,0.01%
Germany,Clinical Data Manager,26_39,1,0.01%
Germany,Clinical Trials Data Coordinator,40_65,1,0.01%
Germany,Computer or Data Processing Systems Consultant,14_25,2,0.02%
Germany,Computer or Data Processing Systems Consultant,26_39,4,0.05%
Germany,Computer or Data Processing Systems Consultant,40_65,6,0.07%
Germany,Crime Data Specialist,14_25,1,0.01%
Germany,Customer Data Technician,40_65,2,0.02%
Germany,Data Abstractor,26_39,1,0.01%
Germany,Data Abstractor,40_65,1,0.01%
Germany,Data Administrator,14_25,1,0.01%
Germany,Data Administrator,26_39,6,0.07%
Germany,Data Administrator,40_65,6,0.07%
Germany,Data Architect,14_25,2,0.02%
Germany,Data Architect,26_39,3,0.04%
Germany,Data Architect,40_65,8,0.09%
Germany,Data Base Design Analyst,14_25,2,0.02%
Germany,Data Base Design Analyst,26_39,3,0.04%
Germany,Data Base Design Analyst,40_65,5,0.06%
Germany,Data Center Manager,26_39,1,0.01%
Germany,Data Center Manager,40_65,1,0.01%
Germany,Data Center Operator,14_25,1,0.01%
Germany,Data Center Operator,26_39,1,0.01%
Germany,Data Center Operator,40_65,3,0.04%
Germany,Data Coder Operator,40_65,1,0.01%
Germany,Data Collection Technician,40_65,3,0.04%
Germany,Data Communications Analyst,14_25,2,0.02%
Germany,Data Communications Analyst,26_39,5,0.06%
Germany,Data Communications Analyst,40_65,6,0.07%
Germany,Data Communications Software Consultant,14_25,2,0.02%
Germany,Data Communications Software Consultant,26_39,5,0.06%
Germany,Data Communications Software Consultant,40_65,3,0.04%
Germany,Data Compiler,40_65,2,0.02%
Germany,Data Control Clerk Supervisor,40_65,1,0.01%
Germany,Data Conversion Operator,40_65,3,0.04%
Germany,Data Coordinator,14_25,1,0.01%
Germany,Data Coordinator,26_39,3,0.04%
Germany,Data Coordinator,40_65,7,0.08%
Germany,Data Entry Machine Operator,14_25,1,0.01%
Germany,Data Entry Representative,14_25,1,0.01%
Germany,Data Entry Representative,26_39,1,0.01%
Germany,Data Entry Supervisor,26_39,1,0.01%
Germany,Data Entry Supervisor,40_65,1,0.01%
Germany,Data Entry Technician,14_25,1,0.01%
Germany,Data Entry Technician,26_39,1,0.01%
Germany,Data Entry Technician,40_65,1,0.01%
Germany,Data Input Clerk,40_65,2,0.02%
Germany,Data Keyer,14_25,1,0.01%
Germany,Data Keyer,40_65,1,0.01%
Germany,Data Management Associate,14_25,1,0.01%
Germany,Data Management Associate,26_39,1,0.01%
Germany,Data Management Associate,40_65,3,0.04%
Germany,Data Management Information Technology Specialist,14_25,3,0.04%
Germany,Data Management Information Technology Specialist,26_39,3,0.04%
Germany,Data Management Information Technology Specialist,40_65,5,0.06%
Germany,Data Management Manager,26_39,1,0.01%
Germany,Data Manager,40_65,1,0.01%
Germany,Data Miner,26_39,3,0.04%
Germany,Data Miner,40_65,5,0.06%
Germany,Data Modeler,40_65,1,0.01%
Germany,Data Modeling Specialist,14_25,2,0.02%
Germany,Data Modeling Specialist,26_39,3,0.04%
Germany,Data Modeling Specialist,40_65,7,0.08%
Germany,Data Officer,14_25,4,0.05%
Germany,Data Officer,26_39,5,0.06%
Germany,Data Officer,40_65,9,0.11%
Germany,Data Operations Director,40_65,3,0.04%
Germany,Data Processing Auditor,26_39,2,0.02%
Germany,Data Processing Auditor,40_65,3,0.04%
Germany,Data Processing Auxiliary Equipment Operator,26_39,2,0.02%
Germany,Data Processing Clerk,40_65,1,0.01%
Germany,Data Processing Consultant,26_39,5,0.06%
Germany,Data Processing Consultant,40_65,5,0.06%
Germany,Data Processing Control Clerk,40_65,1,0.01%
Germany,Data Processing Equipment Repairer,40_65,1,0.01%
Germany,Data Processing Manager,14_25,4,0.05%
Germany,Data Processing Manager,26_39,2,0.02%
Germany,Data Processing Manager,40_65,5,0.06%
Germany,Data Processing Services Sales Representative,14_25,1,0.01%
Germany,Data Processing Services Sales Representative,26_39,1,0.01%
Germany,Data Processing Services Sales Representative,40_65,2,0.02%
Germany,Data Processing Supervisor,40_65,1,0.01%
Germany,Data Processing Systems Analyst,14_25,1,0.01%
Germany,Data Processing Systems Analyst,26_39,4,0.05%
Germany,Data Processing Systems Analyst,40_65,3,0.04%
Germany,Data Processing Systems Project Planner,26_39,3,0.04%
Germany,Data Processing Systems Project Planner,40_65,7,0.08%
Germany,Data Processor,26_39,1,0.01%
Germany,Data Processor,40_65,2,0.02%
Germany,Data Recovery Planner,40_65,1,0.01%
Germany,Data Reduction Technician,26_39,1,0.01%
Germany,Data Reduction Technician,40_65,1,0.01%
Germany,Data Sciences Director,40_65,2,0.02%
Germany,Data Scientist,26_39,3,0.04%
Germany,Data Scientist,40_65,5,0.06%
Germany,Data Security Administrator,14_25,4,0.05%
Germany,Data Security Administrator,26_39,5,0.06%
Germany,Data Security Administrator,40_65,3,0.04%
Germany,Data Security Analyst,14_25,1,0.01%
Germany,Data Security Analyst,26_39,5,0.06%
Germany,Data Security Analyst,40_65,3,0.04%
Germany,Data Specialist,26_39,1,0.01%
Germany,Data Specialist,40_65,1,0.01%
Germany,Data Storage Specialist,14_25,1,0.01%
Germany,Data Storage Specialist,26_39,6,0.07%
Germany,Data Storage Specialist,40_65,9,0.11%
Germany,Data Systems Manager,26_39,6,0.07%
Germany,Data Systems Manager,40_65,4,0.05%
Germany,Data Technician,26_39,1,0.01%
Germany,Data Transcriber,14_25,1,0.01%
Germany,Data Transcriber,26_39,1,0.01%
Germany,Data Transcriber,40_65,1,0.01%
Germany,Data Typist,40_65,2,0.02%
Germany,Data Warehouse Analyst,14_25,1,0.01%
Germany,Data Warehouse Analyst,26_39,1,0.01%
Germany,Data Warehouse Analyst,40_65,7,0.08%
Germany,Data Warehouse Architect,26_39,4,0.05%
Germany,Data Warehouse Architect,40_65,8,0.09%
Germany,Data Warehouse Developer,14_25,4,0.05%
Germany,Data Warehouse Developer,26_39,4,0.05%
Germany,Data Warehouse Developer,40_65,7,0.08%
Germany,Data Warehouse Specialist,14_25,2,0.02%
Germany,Data Warehouse Specialist,26_39,6,0.07%
Germany,Data Warehouse Specialist,40_65,4,0.05%
Germany,Data Warehousing Engineer,26_39,2,0.02%
Germany,Data Warehousing Engineer,40_65,5,0.06%
Germany,Data Warehousing Manager,14_25,1,0.01%
Germany,Data Warehousing Manager,26_39,4,0.05%
Germany,Data Warehousing Manager,40_65,3,0.04%
Germany,Data Warehousing Specialist,14_25,3,0.04%
Germany,Data Warehousing Specialist,26_39,3,0.04%
Germany,Data Warehousing Specialist,40_65,5,0.06%
Germany,Database Administration Associate,14_25,1,0.01%
Germany,Database Administration Associate,40_65,8,0.09%
Germany,Database Administration Manager,26_39,9,0.11%
Germany,Database Administration Manager,40_65,5,0.06%
Germany,Database Administration Project Manager,14_25,2,0.02%
Germany,Database Administration Project Manager,40_65,1,0.01%
Germany,Database Administrator (DBA),26_39,2,0.02%
Germany,Database Administrator (DBA),40_65,2,0.02%
Germany,Database Analyst,14_25,2,0.02%
Germany,Database Analyst,40_65,4,0.05%
Germany,Database Architect,26_39,4,0.05%
Germany,Database Architect,40_65,5,0.06%
Germany,Database Consultant,14_25,2,0.02%
Germany,Database Consultant,26_39,4,0.05%
Germany,Database Consultant,40_65,7,0.08%
Germany,Database Coordinator,14_25,2,0.02%
Germany,Database Coordinator,26_39,3,0.04%
Germany,Database Coordinator,40_65,4,0.05%
Germany,Database Design Analyst,40_65,4,0.05%
Germany,Database Designer,26_39,1,0.01%
Germany,Database Designer,40_65,4,0.05%
Germany,Database Developer,26_39,1,0.01%
Germany,Database Developer,40_65,1,0.01%
Germany,Database Development Project Manager,14_25,1,0.01%
Germany,Database Development and Administration Project Manager,26_39,6,0.07%
Germany,Database Development and Administration Project Manager,40_65,6,0.07%
Germany,Database Engineer,26_39,2,0.02%
Germany,Database Engineer,40_65,11,0.13%
Germany,Database Management System Specialist (DBMS Specialist),14_25,2,0.02%
Germany,Database Management System Specialist (DBMS Specialist),26_39,5,0.06%
Germany,Database Management System Specialist (DBMS Specialist),40_65,8,0.09%
Germany,Database Manager,14_25,1,0.01%
Germany,Database Manager,26_39,5,0.06%
Germany,Database Manager,40_65,5,0.06%
Germany,Database Marketing Analyst,14_25,2,0.02%
Germany,Database Marketing Analyst,26_39,1,0.01%
Germany,Database Marketing Analyst,40_65,5,0.06%
Germany,Database Modeler,14_25,1,0.01%
Germany,Database Modeler,26_39,3,0.04%
Germany,Database Modeler,40_65,7,0.08%
Germany,Database Programmer,40_65,1,0.01%
Germany,Database Security Administrator,26_39,2,0.02%
Germany,Database Security Administrator,40_65,3,0.04%
Germany,Database Security Expert,14_25,1,0.01%
Germany,Database Security Expert,26_39,1,0.01%
Germany,Database Security Expert,40_65,5,0.06%
Germany,Database Software Technician,14_25,4,0.05%
Germany,Database Software Technician,26_39,4,0.05%
Germany,Database Software Technician,40_65,3,0.04%
Germany,Database Specialist,14_25,2,0.02%
Germany,Database Specialist,26_39,4,0.05%
Germany,Database Specialist,40_65,5,0.06%
Germany,Database Tester,26_39,2,0.02%
Germany,Database Tester,40_65,5,0.06%
Germany,Databases Computer Consultant,26_39,5,0.06%
Germany,Databases Computer Consultant,40_65,3,0.04%
Germany,Databases Software Consultant,14_25,1,0.01%
Germany,Databases Software Consultant,40_65,5,0.06%
Germany,Datastage Developer,26_39,2,0.02%
Germany,Datastage Developer,40_65,1,0.01%
Germany,Director of Data Operations,26_39,2,0.02%
Germany,Director of Data Operations,40_65,5,0.06%
Germany,Electronic Data Interchange System Developer (EDI System Developer),14_25,2,0.02%
Germany,Electronic Data Interchange System Developer (EDI System Developer),26_39,4,0.05%
Germany,Electronic Data Interchange System Developer (EDI System Developer),40_65,7,0.08%
Germany,Electronic Data Processing Auditor (EDP Auditor),26_39,5,0.06%
Germany,Electronic Data Processing Auditor (EDP Auditor),40_65,4,0.05%
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",14_25,2,0.02%
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",26_39,3,0.04%
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40_65,6,0.07%
Germany,Field Artillery Automated Tactical Data System Specialist,40_65,1,0.01%
Germany,Field Traffic Data Technician,26_39,1,0.01%
Germany,Field Traffic Data Technician,40_65,1,0.01%
Germany,Flight Data Technician,26_39,1,0.01%
Germany,Flight Data Technician,40_65,3,0.04%
Germany,Flight Test Data Acquisition Technician,14_25,1,0.01%
Germany,Flight Test Data Acquisition Technician,40_65,1,0.01%
Germany,GPS Field Data Collector (Global Positioning System Field Data Collector),40_65,4,0.05%
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),14_25,1,0.01%
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),26_39,3,0.04%
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),40_65,6,0.07%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),26_39,3,0.04%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),40_65,7,0.08%
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),14_25,3,0.04%
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),26_39,4,0.05%
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),40_65,8,0.09%
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),14_25,1,0.01%
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),26_39,5,0.06%
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),40_65,5,0.06%
Germany,Head of Information Systems and Data Processing,14_25,2,0.02%
